quote,text,tweet_type,date
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 21:46:52+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:05:16+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:11:45+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:17:18+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:32:21+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:37:33+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:54:33+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:02:17+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:03:03+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:10:12+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:11:24+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:12:22+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:12:45+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:13:34+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:14:59+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:17:03+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:17:25+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:19:02+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:25:30+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 21:23:35+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 21:26:13+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 21:45:12+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 22:42:54+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 23:11:53+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-04 00:09:29+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:25:05+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 21:39:14+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:18:56+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:00:59+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:01:19+00:00
to be a negro,RT @MrDavidJohns: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” -James Baldwin #B…,retweet,2014-12-03 20:06:21+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:45:34+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:46:05+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:46:15+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:46:32+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:46:39+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:46:49+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:46:56+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:47:44+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:50:43+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:51:05+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:53:08+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:54:09+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:57:39+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 03:03:07+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 03:12:31+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 03:15:30+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 03:18:28+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 06:17:01+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 14:18:39+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:46:37+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:45:53+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:46:31+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:48:05+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:48:17+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:48:18+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:49:19+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:51:11+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:52:47+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 02:52:53+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 03:12:11+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 03:38:57+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 06:29:04+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-25 14:37:25+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-11-27 06:29:12+00:00
to be a negro,RT @Ketchcast: “To be a Negro in this country and to be relatively conscious is to be in a rage almost all the time. ” – James Baldwin #Fer…,retweet,2014-12-03 17:06:31+00:00
